AvgAccX,AvgAccY
-0.3200497627258301,0.11223506927490234
-0.3257598876953125,0.09873723983764648
-0.3339195251464844,0.10253381729125977
-0.33472490310668945,0.1069798469543457
-0.3378620147705078,0.10485982894897461
-0.3599395751953125,0.10971307754516602
-0.34916114807128906,0.11041927337646484
-0.3484768867492676,0.11226081848144531
-0.3511948585510254,0.11272811889648438
-0.3399066925048828,0.11433982849121094
-0.3445305824279785,0.11678600311279297
-0.35120630264282227,0.11218118667602539
-0.3382411003112793,0.1114959716796875
-0.34052610397338867,0.10802364349365234
-0.3443913459777832,0.10684633255004883
-0.2914738655090332,0.10895776748657227
0.2895474433898926,0.0603489875793457
0.4978804588317871,0.028873443603515625
0.5001440048217773,0.03652667999267578
0.4777679443359375,0.04045534133911133
0.4547567367553711,0.04134845733642578
0.44818639755249023,0.0419926643371582
0.44849491119384766,0.042331695556640625
0.4491739273071289,0.042265892028808594
0.4407978057861328,0.044805049896240234
0.44272613525390625,0.04462432861328125
0.4396238327026367,0.044144630432128906
0.43581199645996094,0.046774864196777344
0.43318986892700195,0.04840707778930664
0.43312692642211914,0.04843425750732422
0.43140172958374023,0.0485687255859375
0.42714643478393555,0.04966449737548828
0.2717747688293457,0.07033967971801758
-0.28909826278686523,0.10205554962158203
-0.39191532135009766,0.09548473358154297
-0.3771495819091797,0.09025287628173828
-0.3670215606689453,0.09328794479370117
-0.35597991943359375,0.09684371948242188
-0.34647369384765625,0.09228324890136719
-0.3430442810058594,0.09728002548217773
-0.3433113098144531,0.10035037994384766
-0.3409581184387207,0.10010242462158203
-0.34461021423339844,0.09654712677001953
-0.33664608001708984,0.10253047943115234
-0.3390192985534668,0.10293817520141602
-0.33995485305786133,0.10352611541748047
-0.3404073715209961,0.10292339324951172
-0.3445749282836914,0.1018071174621582
-0.34879112243652344,0.10248184204101562
-0.6148972511291504,0.10515308380126953
-0.8256697654724121,0.08718729019165039
-0.8322925567626953,0.08563089370727539
-0.8237090110778809,0.08562088012695312
-0.825324535369873,0.0930938720703125
-0.8214068412780762,0.0915689468383789
-0.8178892135620117,0.09877729415893555
-0.8202075958251953,0.09865808486938477
-0.8288073539733887,0.10273885726928711
-0.8262948989868164,0.10705900192260742
-0.8260283470153809,0.11076593399047852
-0.8261251449584961,0.10948753356933594
-0.8271956443786621,0.10680103302001953
-0.829765796661377,0.10938215255737305
-0.8189091682434082,0.10902929306030273
-0.8159961700439453,0.10687923431396484
-0.8110837936401367,0.10576343536376953
-0.7246837615966797,0.11831188201904297
-0.4174461364746094,0.10558414459228516
-0.214202880859375,0.09507083892822266
-0.1808915138244629,0.08463048934936523
-0.19464778900146484,0.08307456970214844
-0.19263553619384766,0.0894002914428711
-0.19186067581176758,0.09503507614135742
-0.1935267448425293,0.09277153015136719
-0.19377470016479492,0.09235858917236328
-0.19542169570922852,0.0897669792175293
-0.19807004928588867,0.09012651443481445
-0.1983942985534668,0.08733034133911133
-0.20951461791992188,0.08748531341552734
-0.20937776565551758,0.0888681411743164
-0.2051868438720703,0.09482526779174805
-0.21223831176757812,0.09308624267578125
-0.2191767692565918,0.08670806884765625
-0.21518898010253906,0.0879664421081543
-0.15950822830200195,0.6020116806030273
-0.13440370559692383,0.7788615226745605
-0.11923837661743164,0.7565116882324219
-0.10876655578613281,0.7482452392578125
-0.11482477188110352,0.7453594207763672
-0.10915327072143555,0.746467113494873
-0.11227655410766602,0.7407441139221191
-0.11642313003540039,0.7389407157897949
-0.11989021301269531,0.7379755973815918
-0.11728763580322266,0.7370848655700684
-0.12017011642456055,0.7287096977233887
-0.12632369995117188,0.7277126312255859
-0.1254105567932129,0.7251162528991699
-0.12264728546142578,0.7230253219604492
-0.1262950897216797,0.7223806381225586
-0.12386751174926758,0.7195143699645996
-0.1324319839477539,0.7210683822631836
-0.20466375350952148,0.3497281074523926
-0.23762798309326172,0.04584646224975586
-0.20335102081298828,0.04144430160522461
-0.20517444610595703,0.0570368766784668
-0.20586347579956055,0.06293344497680664
-0.20203161239624023,0.06466197967529297
-0.20107412338256836,0.06493234634399414
-0.2094407081604004,0.07068729400634766
-0.20340394973754883,0.06474876403808594
-0.2042407989501953,0.062120914459228516
-0.19965314865112305,0.06154441833496094
-0.2017531394958496,0.06645965576171875
-0.20048046112060547,0.06784343719482422
-0.19900894165039062,0.07155609130859375
-0.2012181282043457,0.07548952102661133
-0.20526456832885742,0.09763336181640625
-0.2257533073425293,-0.13191843032836914
-0.23665380477905273,-0.528167724609375
-0.2328329086303711,-0.5867667198181152
-0.22741127014160156,-0.5606751441955566
-0.21778345108032227,-0.5531659126281738
-0.2121744155883789,-0.5358066558837891
-0.2057971954345703,-0.528684139251709
-0.19278335571289062,-0.5294632911682129
-0.19428157806396484,-0.5296816825866699
-0.1859722137451172,-0.5309600830078125
-0.18743181228637695,-0.5263094902038574
-0.18247556686401367,-0.520301342010498
-0.17605876922607422,-0.5180740356445312
-0.17247772216796875,-0.5200190544128418
-0.1693730354309082,-0.5232329368591309
-0.16509675979614258,-0.5412983894348145
-0.19879436492919922,-0.23750925064086914
-0.20735406875610352,0.11101007461547852
-0.20386314392089844,0.07800483703613281
-0.21593618392944336,0.07161617279052734
-0.22102689743041992,0.058353424072265625
-0.2290787696838379,0.05493974685668945
-0.242523193359375,0.05490875244140625
-0.24043607711791992,0.05361747741699219
-0.23862361907958984,0.048369407653808594
-0.24457406997680664,0.04698896408081055
-0.2639617919921875,0.05309343338012695
-0.26152563095092773,0.06309175491333008
-0.2439565658569336,0.07192468643188477
-0.23099088668823242,0.07124614715576172
-0.2283477783203125,0.06454944610595703
-0.2235126495361328,0.05115795135498047
-0.21830081939697266,0.05727815628051758
-0.224456357284331,0.06307768485915492
